 (),# SMs (SM),# TPCs (),data_type,encoding,end_ec,end_vbw,kernel,n_cols,n_vecs,patcher,sample_run,start_ec,start_vbw,unpacker,unpack_n_values,unpack_n_vectors,Achieved Active Warps Per SM (warp),Achieved Occupancy (%),Average DRAM Active Cycles (cycle),Average L1 Active Cycles (cycle),Average L2 Active Cycles (cycle),Average SM Active Cycles (cycle),Average SMSP Active Cycles (cycle),Block Limit Registers (block),Block Limit Shared Mem (block),Block Limit SM (block),Block Limit Warps (block),Block Size,Block Size (),Compute (SM) Throughput (%),Driver Shared Memory Per Block (byte/block),Duration (ns),Dynamic Shared Memory Per Block (byte/block),DRAM Frequency (hz),DRAM Throughput (%),Elapsed Cycles (cycle),Enabled TPC IDs (),Function Cache Configuration (),Grid Size,Grid Size (),ID,Kernel Name,L1/TEX Cache Throughput (%),L2 Cache Throughput (%),Memory Throughput (%),Registers Per Thread (register/thread),Shared Memory Configuration Size (byte),Stack Size (),Static Shared Memory Per Block (byte/block),SM Active Cycles (cycle),SM Frequency (hz),Theoretical Active Warps per SM (warp),Theoretical Occupancy (%),Threads (thread),Total DRAM Elapsed Cycles (cycle),Total L1 Elapsed Cycles (cycle),Total L2 Elapsed Cycles (cycle),Total SM Elapsed Cycles (cycle),Total SMSP Elapsed Cycles (cycle),Uses Green Context (),Waves Per SM ()
"",80,40,f32,ALP,20,8,query_multi_column,7,102400,prefetch_all_branchless,5,20,3,stateful_branchless,1,1,10.48,16.38,146757.16,4753382.09,3624866.50,4753382.09,4751013.74,6,32,32,32,"(64, 1, 1)",64,68.45,0,3631072,0,876721805.57,4.61,4765515,all,CachePreferNone,"(51200, 1, 1)",51200,34,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T1, bool *)",26.64,7.32,26.58,132,0,1024,0,4753382.09,1312171400.99,12,18.75,3276800,101870080,381237362,290952640,381237362,1524949448,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,8,102400,prefetch_all_branchless,1,20,3,stateful_branchless,1,1,10.89,17.02,167521.62,4852042.64,3900715.55,4852042.64,4844560.30,6,32,32,32,"(64, 1, 1)",64,75.02,0,3701664,0,878372537.32,5.15,4858069,all,CachePreferNone,"(51200, 1, 1)",51200,35,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",29.84,8.70,29.78,158,0,1024,0,4852042.64,1312176271.72,12,18.75,3276800,104046080,388905324,296611776,388905324,1555621296,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,8,102400,prefetch_all_branchless,2,20,3,stateful_branchless,1,1,10.74,16.79,167528.94,4870760.29,3899727.41,4870760.29,4862264.71,6,32,32,32,"(64, 1, 1)",64,74.79,0,3716640,0,878031770.63,5.13,4877649,all,CachePreferNone,"(51200, 1, 1)",51200,36,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",29.72,8.63,29.69,158,0,1024,0,4870760.29,1312171701.68,12,18.75,3276800,104426496,390050062,297810496,390050062,1560200248,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,8,102400,prefetch_all_branchless,3,20,3,stateful_branchless,1,1,10.79,16.86,167525.22,4864958.05,3918933.02,4864958.05,4862402.13,6,32,32,32,"(64, 1, 1)",64,74.79,0,3722592,0,875918714.70,5.14,4885520,all,CachePreferNone,"(51200, 1, 1)",51200,37,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",29.76,8.63,29.69,158,0,1024,0,4864958.05,1312156735.59,12,18.75,3276800,104342016,390101324,298287808,390101324,1560405296,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,8,102400,prefetch_all_branchless,4,20,3,stateful_branchless,1,1,10.79,16.85,167555.16,4865034.96,3916922.48,4865034.96,4863094.15,6,32,32,32,"(64, 1, 1)",64,74.70,0,3724544,0,875872053.06,5.14,4887877,all,CachePreferNone,"(51200, 1, 1)",51200,38,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",29.75,8.67,29.65,158,0,1024,0,4865034.96,1310656821.35,12,18.75,3276800,104391168,390546646,296564672,390546646,1562186584,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,8,102400,prefetch_all_branchless,5,20,3,stateful_branchless,1,1,10.50,16.40,167529.66,4901612.58,3920609.83,4901612.58,4892392.26,6,32,32,32,"(64, 1, 1)",64,74.29,0,3741728,0,878076653.35,5.10,4910675,all,CachePreferNone,"(51200, 1, 1)",51200,39,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",29.53,8.51,29.49,158,0,1024,0,4901612.58,1312171943.02,12,18.75,3276800,105136768,392720752,299798016,392720752,1570883008,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,9,102400,prefetch_all_branchless,1,20,3,stateful_branchless,1,1,10.82,16.91,188246.03,6144380.16,4871323.58,6144380.16,6140384.06,6,32,32,32,"(64, 1, 1)",64,74.98,0,4695328,0,876510437.61,4.57,6162057,all,CachePreferNone,"(51200, 1, 1)",51200,40,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",26.52,8.62,26.45,168,0,1024,0,6144380.16,1312161933.45,12,18.75,3276800,131696128,492757968,376259776,492757968,1971031872,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,9,102400,prefetch_all_branchless,2,20,3,stateful_branchless,1,1,10.77,16.83,188258.06,6152940.89,4864534.80,6152940.89,6140193.97,6,32,32,32,"(64, 1, 1)",64,75.00,0,4699648,0,877774675.89,4.56,6167750,all,CachePreferNone,"(51200, 1, 1)",51200,41,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",26.48,8.65,26.46,168,0,1024,0,6152940.89,1310523362.60,12,18.75,3276800,132007424,492605444,374123840,492605444,1970421776,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,9,102400,prefetch_all_branchless,3,20,3,stateful_branchless,1,1,10.97,17.15,188258.75,6118706.04,4832966.09,6118706.04,6107706.96,6,32,32,32,"(64, 1, 1)",64,75.40,0,4667840,0,877990676.63,4.59,6126046,all,CachePreferNone,"(51200, 1, 1)",51200,42,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",26.63,8.72,26.61,168,0,1024,0,6118706.04,1312198611.49,12,18.75,3276800,131146240,489973822,374049088,489973822,1959895288,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,9,102400,prefetch_all_branchless,4,20,3,stateful_branchless,1,1,10.67,16.67,188253.06,6168762.44,4873989.98,6168762.44,6164575.11,6,32,32,32,"(64, 1, 1)",64,74.66,0,4712256,0,876624699.51,4.56,6184335,all,CachePreferNone,"(51200, 1, 1)",51200,43,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",26.41,8.54,26.34,168,0,1024,0,6168762.44,1312166755.51,12,18.75,3276800,132188160,494848066,377640064,494848066,1979392264,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,9,102400,prefetch_all_branchless,5,20,3,stateful_branchless,1,1,10.72,16.74,188248.97,6160395.22,4858028.09,6160395.22,6147622.74,6,32,32,32,"(64, 1, 1)",64,74.88,0,4699296,0,878040455.42,4.56,6167363,all,CachePreferNone,"(51200, 1, 1)",51200,44,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",26.45,8.58,26.42,168,0,1024,0,6160395.22,1312194883.38,12,18.75,3276800,132037504,493392218,376600704,493392218,1973568872,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,10,102400,prefetch_all_branchless,1,20,3,stateful_branchless,1,1,7.80,12.18,208966.50,8458157.51,5861479.58,8458157.51,8442249.62,4,32,32,32,"(64, 1, 1)",64,53.41,0,6464992,0,876462028.10,3.69,8484823,all,CachePreferNone,"(51200, 1, 1)",51200,45,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",21.37,6.40,21.33,184,0,1024,0,8458157.51,1312244753.49,8,12.50,3276800,181322240,678134268,518082624,678134268,2712537072,0,160
"",80,40,f32,ALP,20,8,query_multi_column,10,102400,prefetch_all_branchless,2,20,3,stateful_branchless,1,1,7.79,12.18,208987.75,8465371.86,5870619.67,8465371.86,8445502.29,4,32,32,32,"(64, 1, 1)",64,53.38,0,6467136,0,876982948.87,3.68,8487810,all,CachePreferNone,"(51200, 1, 1)",51200,46,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",21.36,6.39,21.31,184,0,1024,0,8465371.86,1312264553.17,8,12.50,3276800,181490176,678573618,518248640,678573618,2714294472,0,160
"",80,40,f32,ALP,20,8,query_multi_column,10,102400,prefetch_all_branchless,3,20,3,stateful_branchless,1,1,7.79,12.18,208969.09,8465908.89,5883012.64,8465908.89,8445542.47,4,32,32,32,"(64, 1, 1)",64,53.39,0,6473344,0,877249223.89,3.68,8495962,all,CachePreferNone,"(51200, 1, 1)",51200,47,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",21.36,6.43,21.32,184,0,1024,0,8465908.89,1310452655.28,8,12.50,3276800,181719552,678367512,515326848,678367512,2713470048,0,160
"",80,40,f32,ALP,20,8,query_multi_column,10,102400,prefetch_all_branchless,4,20,3,stateful_branchless,1,1,7.80,12.18,208999.53,8463041.81,5853889.84,8463041.81,8445616.92,4,32,32,32,"(64, 1, 1)",64,53.43,0,6463840,0,877405381.32,3.69,8483392,all,CachePreferNone,"(51200, 1, 1)",51200,48,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",21.36,6.39,21.33,184,0,1024,0,8463041.81,1312269151.67,8,12.50,3276800,181485056,677928002,517875648,677928002,2711712008,0,160
"",80,40,f32,ALP,20,8,query_multi_column,10,102400,prefetch_all_branchless,5,20,3,stateful_branchless,1,1,7.80,12.18,208968.47,8460226.85,5844863.78,8460226.85,8438299.71,4,32,32,32,"(64, 1, 1)",64,53.42,0,6460448,0,877469178.61,3.69,8479060,all,CachePreferNone,"(51200, 1, 1)",51200,49,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",21.37,6.40,21.33,184,0,1024,0,8460226.85,1312273674.11,8,12.50,3276800,181403008,678035660,517614272,678035660,2712142640,0,160
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,prefetch_all_branchless,1,20,3,stateful_branchless,1,4,29.99,46.86,22326.22,478654.83,359071.69,478654.83,478645.11,16,32,32,32,"(64, 1, 1)",64,74.62,0,367488,0,877002786.49,6.93,481868,all,CachePreferNone,"(12800, 1, 1)",12800,0,"void query_multi_column<float, 4, 1, ALPDecompressor<float, 4, BitUnpackerStatefulBranchless<float, 4, 1, ALPFunctor<float, 4>>, PrefetchAllBranchlessALPExceptionPatcher<float, 4, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",37.24,2.79,36.61,64,0,1024,0,478654.83,1309799231.54,32,50,819200,10313216,38956404,29362560,38956404,155825616,0,10
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,prefetch_all_branchless,2,20,3,stateful_branchless,1,4,29.97,46.82,22330.03,479288.64,358555.41,479288.64,478468.09,16,32,32,32,"(64, 1, 1)",64,74.60,0,367552,0,887341110.92,6.85,481919,all,CachePreferNone,"(12800, 1, 1)",12800,1,"void query_multi_column<float, 4, 1, ALPDecompressor<float, 4, BitUnpackerStatefulBranchless<float, 4, 1, ALPFunctor<float, 4>>, PrefetchAllBranchlessALPExceptionPatcher<float, 4, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",37.19,2.79,36.60,64,0,1024,0,479288.64,1309775668.93,32,50,819200,10436608,38966140,29342144,38966140,155864560,0,10
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,prefetch_all_branchless,3,20,3,stateful_branchless,1,4,29.87,46.67,24817.78,479448,358901.80,479448,478964.75,16,32,32,32,"(64, 1, 1)",64,74.70,0,368800,0,883600867.68,7.62,483549,all,CachePreferNone,"(12800, 1, 1)",12800,2,"void query_multi_column<float, 4, 1, ALPDecompressor<float, 4, BitUnpackerStatefulBranchless<float, 4, 1, ALPFunctor<float, 4>>, PrefetchAllBranchlessALPExceptionPatcher<float, 4, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",37.18,2.78,36.65,64,0,1024,0,479448,1309744667.39,32,50,819200,10427904,38914454,29455488,38914454,155657816,0,10
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,prefetch_all_branchless,4,20,3,stateful_branchless,1,4,29.80,46.57,24764.44,479194.90,358723.36,479194.90,478721.93,16,32,32,32,"(64, 1, 1)",64,74.64,0,369280,0,882798960.14,7.60,484179,all,CachePreferNone,"(12800, 1, 1)",12800,3,"void query_multi_column<float, 4, 1, ALPDecompressor<float, 4, BitUnpackerStatefulBranchless<float, 4, 1, ALPFunctor<float, 4>>, PrefetchAllBranchlessALPExceptionPatcher<float, 4, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",37.20,2.78,36.62,64,0,1024,0,479194.90,1309716204.51,32,50,819200,10432000,38943442,29492160,38943442,155773768,0,10
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,prefetch_all_branchless,5,20,3,stateful_branchless,1,4,29.79,46.54,24807.03,479625.96,357166.84,479625.96,478549.07,16,32,32,32,"(64, 1, 1)",64,74.59,0,368800,0,883817787.42,7.61,483435,all,CachePreferNone,"(12800, 1, 1)",12800,4,"void query_multi_column<float, 4, 1, ALPDecompressor<float, 4, BitUnpackerStatefulBranchless<float, 4, 1, ALPFunctor<float, 4>>, PrefetchAllBranchlessALPExceptionPatcher<float, 4, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",37.17,2.78,36.60,64,0,1024,0,479625.96,1309648409.26,32,50,819200,10430464,38970162,29447936,38970162,155880648,0,10
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,prefetch_all_branchless,1,20,3,stateful_branchless,1,4,15.05,23.52,45495.78,968780.88,704628.41,968780.88,964650.43,8,32,32,32,"(64, 1, 1)",64,72.02,0,748064,0,873641827.44,6.96,981113,all,CachePreferNone,"(12800, 1, 1)",12800,5,"void query_multi_column<float, 4, 1, ALPDecompressor<float, 4, BitUnpackerStatefulBranchless<float, 4, 1, ALPFunctor<float, 4>>, PrefetchAllBranchlessALPExceptionPatcher<float, 4, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",36.73,3.75,36.41,126,0,1024,0,968780.88,1310962921.18,16,25,819200,20913280,78197754,59852480,78197754,312791016,0,20
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,prefetch_all_branchless,2,20,3,stateful_branchless,1,4,15.12,23.63,46313.16,967761.44,703155,967761.44,963492.09,8,32,32,32,"(64, 1, 1)",64,72.02,0,744480,0,878572963.68,7.08,976445,all,CachePreferNone,"(12800, 1, 1)",12800,6,"void query_multi_column<float, 4, 1, ALPDecompressor<float, 4, BitUnpackerStatefulBranchless<float, 4, 1, ALPFunctor<float, 4>>, PrefetchAllBranchlessALPExceptionPatcher<float, 4, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",36.77,3.78,36.40,126,0,1024,0,967761.44,1311117603.34,16,25,819200,20930560,78199854,59564736,78199854,312799416,0,20
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,prefetch_all_branchless,3,20,3,stateful_branchless,1,4,15.08,23.56,46647.97,968347.94,704843.41,968347.94,963663.81,8,32,32,32,"(64, 1, 1)",64,72.05,0,747648,0,874721794.21,7.13,980532,all,CachePreferNone,"(12800, 1, 1)",12800,7,"void query_multi_column<float, 4, 1, ALPDecompressor<float, 4, BitUnpackerStatefulBranchless<float, 4, 1, ALPFunctor<float, 4>>, PrefetchAllBranchlessALPExceptionPatcher<float, 4, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",36.75,3.75,36.42,126,0,1024,0,968347.94,1310936429.98,16,25,819200,20927488,78163262,59805760,78163262,312653048,0,20
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,prefetch_all_branchless,4,20,3,stateful_branchless,1,4,15.04,23.50,44563.88,967945.44,701292.16,967945.44,964578.43,8,32,32,32,"(64, 1, 1)",64,71.97,0,745760,0,877236644.50,6.81,978132,all,CachePreferNone,"(12800, 1, 1)",12800,8,"void query_multi_column<float, 4, 1, ALPDecompressor<float, 4, BitUnpackerStatefulBranchless<float, 4, 1, ALPFunctor<float, 4>>, PrefetchAllBranchlessALPExceptionPatcher<float, 4, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",36.76,3.77,36.38,126,0,1024,0,967945.44,1310965994.42,16,25,819200,20934656,78252452,59660224,78252452,313009808,0,20
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,prefetch_all_branchless,5,20,3,stateful_branchless,1,4,15.16,23.68,45860.91,966552.50,706348.89,966552.50,963299.72,8,32,32,32,"(64, 1, 1)",64,71.99,0,743360,0,884804132.59,6.97,974973,all,CachePreferNone,"(12800, 1, 1)",12800,9,"void query_multi_column<float, 4, 1, ALPDecompressor<float, 4, BitUnpackerStatefulBranchless<float, 4, 1, ALPFunctor<float, 4>>, PrefetchAllBranchlessALPExceptionPatcher<float, 4, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",36.82,3.78,36.39,126,0,1024,0,966552.50,1311074266.39,16,25,819200,21047296,78223258,59466624,78223258,312893032,0,20
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,prefetch_all_branchless,1,20,3,stateful_branchless,1,4,7.76,12.13,63788.09,1734809.65,1108189.34,1734809.65,1726003.65,4,32,32,32,"(64, 1, 1)",64,58.99,0,1332576,0,877485411.71,5.46,1748350,all,CachePreferNone,"(12800, 1, 1)",12800,10,"void query_multi_column<float, 4, 1, ALPDecompressor<float, 4, BitUnpackerStatefulBranchless<float, 4, 1, ALPFunctor<float, 4>>, PrefetchAllBranchlessALPExceptionPatcher<float, 4, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",30.74,4.36,30.51,176,0,1024,0,1734809.65,1311682785.82,8,12.50,819200,37418112,139810532,106705792,139810532,559242128,0,40
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,prefetch_all_branchless,2,20,3,stateful_branchless,1,4,7.77,12.14,63799.97,1733542.96,1098947.38,1733542.96,1723877.68,4,32,32,32,"(64, 1, 1)",64,58.99,0,1331488,0,877730779.40,5.46,1746949,all,CachePreferNone,"(12800, 1, 1)",12800,11,"void query_multi_column<float, 4, 1, ALPDecompressor<float, 4, BitUnpackerStatefulBranchless<float, 4, 1, ALPFunctor<float, 4>>, PrefetchAllBranchlessALPExceptionPatcher<float, 4, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",30.76,4.36,30.51,176,0,1024,0,1733542.96,1311675108.35,8,12.50,819200,37398016,139806432,106613312,139806432,559225728,0,40
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,prefetch_all_branchless,3,20,3,stateful_branchless,1,4,7.78,12.15,63776.09,1731208.38,1095397.28,1731208.38,1723589.03,4,32,32,32,"(64, 1, 1)",64,58.99,0,1335680,0,874173454.72,5.46,1752333,all,CachePreferNone,"(12800, 1, 1)",12800,12,"void query_multi_column<float, 4, 1, ALPDecompressor<float, 4, BitUnpackerStatefulBranchless<float, 4, 1, ALPFunctor<float, 4>>, PrefetchAllBranchlessALPExceptionPatcher<float, 4, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",30.80,4.34,30.51,176,0,1024,0,1731208.38,1311557034.62,8,12.50,819200,37363712,139798554,106931456,139798554,559194216,0,40
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,prefetch_all_branchless,4,20,3,stateful_branchless,1,4,7.76,12.13,63781.25,1734083.27,1105523.12,1734083.27,1726412.50,4,32,32,32,"(64, 1, 1)",64,58.93,0,1335520,0,875380376.18,5.46,1752100,all,CachePreferNone,"(12800, 1, 1)",12800,13,"void query_multi_column<float, 4, 1, ALPDecompressor<float, 4, BitUnpackerStatefulBranchless<float, 4, 1, ALPFunctor<float, 4>>, PrefetchAllBranchlessALPExceptionPatcher<float, 4, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",30.75,4.35,30.48,176,0,1024,0,1734083.27,1311515863.98,8,12.50,819200,37410816,139937766,106924288,139937766,559751064,0,40
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,prefetch_all_branchless,5,20,3,stateful_branchless,1,4,7.76,12.13,63801.25,1734478.85,1100299.56,1734478.85,1726025.24,4,32,32,32,"(64, 1, 1)",64,59.00,0,1331520,0,878731074.26,5.45,1746919,all,CachePreferNone,"(12800, 1, 1)",12800,14,"void query_multi_column<float, 4, 1, ALPDecompressor<float, 4, BitUnpackerStatefulBranchless<float, 4, 1, ALPFunctor<float, 4>>, PrefetchAllBranchlessALPExceptionPatcher<float, 4, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",30.74,4.36,30.52,176,0,1024,0,1734478.85,1311639830.17,8,12.50,819200,37441536,139766148,106615360,139766148,559064592,0,40
