return_code,avg_bits_per_value,avg_exceptions_per_vector,kernel,compressor,file,n_bytes,duration_ms,compression_ratio,data_type,n_vecs,sample_run
0,"","",decompression_query,BitcompSparse,publicbi-CMSprovider-STDEV_SUBMITTED_CHRG_AMT,37150720,0.197536,1.596263,f32,0,4
0,"","",decompression_query,Thrust,alp-neon_bio_temp_c,3046539264,45.686081,1.000000,f64,0,2
0,"","",decompression_query,zstd,publicbi-Telco-ONNET_MINS_P3,11649024,2.472224,1.881604,f32,0,5
0,"","",decompression_query,BitcompSparse,alp-gov31,1128988672,4.144960,13.399383,f64,0,1
0,11.231995,2.655039,decompression_query,GALP,alp-stocks_de,348520448,0.462784,5.435079,f64,0,1
0,"","",decompression_query,Snappy,publicbi-CMSprovider-STDEV_SUBMITTED_CHRG_AMT,37150720,1.533216,1.997225,f32,0,3
0,"","",decompression,Snappy,publicbi-CommonGovernment-baseandalloptionsvalue,45547520,1.765568,1.184911,f32,0,3
0,"","",decompression,GDeflate,alp-basel_temp_f,983040,1.320128,1.067223,f64,0,3
0,"","",decompression_query,Snappy,publicbi-Telco-TOTAL_MINS_P2,11649024,1.484224,1.117961,f32,0,1
0,"","",decompression,BitcompSparse,alp-cms25,148602880,0.594752,1.000779,f64,0,4
0,"","",decompression_query,Snappy,alp-cms1,148602880,3.236256,1.954263,f64,0,2
0,"","",decompression,GDeflate,publicbi-Telco-TOTAL_OUTGOING_MIN_P6,11649024,1.365216,1.180712,f32,0,3
0,"","",decompression_query,LZ4,publicbi-Telco-FREE_MINS_P1,11649024,2.052864,1.379312,f32,0,1
0,"","",decompression_query,GDeflate,alp-stocks_uk,474439680,9.212416,1.862258,f64,0,1
0,"","",decompression,Bitcomp,publicbi-Telco-RECHRG_TOTAL_LOAD_P1,11649024,0.136256,1.060997,f32,0,1
0,"","",decompression_query,Thrust,alp-food_prices,16400384,0.284736,1.000000,f64,0,4
