ID,alias,vbw,ec,n_vecs,Elapsed Cycles (cycle),Kernel Name,Block Size,Grid Size,Memory Throughput (%),DRAM Throughput (%),L1/TEX Cache Throughput (%),L2 Cache Throughput (%),Compute (SM) Throughput (%),Registers Per Thread (register/thread),Shared Memory Configuration Size (byte),Waves Per SM (),Block Limit SM (block),Block Limit Registers (block),Block Limit Shared Mem (block),Block Limit Warps (block),Theoretical Active Warps per SM (warp),Theoretical Occupancy (%),Achieved Occupancy (%),Achieved Active Warps Per SM (warp)
29,galp-prefetch-branchy-1v,8,29,125000,586248,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",44.37,44.37,24.10,16.39,82.12,30,0,24.41,32,32,32,32,64,100,94.48,60.47
30,galp-prefetch-branchy-1v,8,30,125000,589006,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",44.16,44.16,24.22,16.30,82.24,30,0,24.41,32,32,32,32,64,100,94.60,60.54
31,galp-prefetch-branchy-1v,8,31,125000,591535,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",43.99,43.99,24.33,16.23,82.29,30,0,24.41,32,32,32,32,64,100,94.43,60.43
32,galp-prefetch-branchy-1v,8,32,125000,593818,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",44.45,44.45,24.53,16.30,82.40,30,0,24.41,32,32,32,32,64,100,94.63,60.56
33,galp-prefetch-branchy-1v,8,33,125000,597523,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",47.53,47.53,24.74,16.84,82.50,30,0,24.41,32,32,32,32,64,100,94.63,60.56
34,galp-prefetch-branchy-1v,8,34,125000,600313,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",47.34,47.34,24.90,16.85,82.56,30,0,24.41,32,32,32,32,64,100,94.60,60.54
35,galp-prefetch-branchy-1v,8,35,125000,603569,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",47.16,47.16,25.03,16.81,82.68,30,0,24.41,32,32,32,32,64,100,94.46,60.45
36,galp-prefetch-branchy-1v,8,36,125000,605302,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.98,46.98,25.16,16.79,82.71,30,0,24.41,32,32,32,32,64,100,94.39,60.41
37,galp-prefetch-branchy-1v,8,37,125000,606990,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.79,46.79,25.29,16.74,82.85,30,0,24.41,32,32,32,32,64,100,94.52,60.49
38,galp-prefetch-branchy-1v,8,38,125000,609490,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.55,46.55,25.40,16.70,82.96,30,0,24.41,32,32,32,32,64,100,94.39,60.41
39,galp-prefetch-branchy-1v,8,39,125000,611641,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.44,46.44,25.53,16.64,83.08,30,0,24.41,32,32,32,32,64,100,94.59,60.54
40,galp-prefetch-branchy-1v,8,40,125000,613626,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.27,46.27,25.63,16.67,83.10,30,0,24.41,32,32,32,32,64,100,94.55,60.51
41,galp-prefetch-branchy-1v,8,41,125000,616329,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.12,46.12,25.78,16.86,83.21,30,0,24.41,32,32,32,32,64,100,94.47,60.46
42,galp-prefetch-branchy-1v,8,42,125000,617819,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",45.92,45.92,25.87,16.85,83.33,30,0,24.41,32,32,32,32,64,100,94.47,60.46
43,galp-prefetch-branchy-1v,8,43,125000,621405,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",45.71,45.71,25.96,16.76,83.42,30,0,24.41,32,32,32,32,64,100,94.44,60.44
44,galp-prefetch-branchy-1v,8,44,125000,622829,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",45.62,45.62,26.09,16.73,83.37,30,0,24.41,32,32,32,32,64,100,94.45,60.45
45,galp-prefetch-branchy-1v,8,45,125000,625177,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",45.44,45.44,26.19,16.66,83.56,30,0,24.41,32,32,32,32,64,100,94.49,60.47
46,galp-prefetch-branchy-1v,8,46,125000,627171,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",45.32,45.32,26.28,16.60,83.65,30,0,24.41,32,32,32,32,64,100,94.59,60.54
47,galp-prefetch-branchy-1v,8,47,125000,628579,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",45.16,45.16,26.39,16.57,83.68,30,0,24.41,32,32,32,32,64,100,94.45,60.45
48,galp-prefetch-branchy-1v,8,48,125000,630636,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",45.38,45.38,26.48,16.59,83.73,30,0,24.41,32,32,32,32,64,100,94.36,60.39
49,galp-prefetch-branchy-1v,8,49,125000,633939,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.78,46.78,26.61,17.13,83.74,30,0,24.41,32,32,32,32,64,100,94.33,60.37
50,galp-prefetch-branchy-1v,8,50,125000,635300,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.56,46.56,26.68,17.12,83.80,30,0,24.41,32,32,32,32,64,100,94.43,60.44
0,galp-prefetch-branchy-4v,8,0,125000,370393,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",57.82,57.82,15.19,20.04,84.16,75,0,16.28,32,12,32,32,24,37.50,35.88,22.97
1,galp-prefetch-branchy-4v,8,1,125000,377011,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",59.95,59.95,15.36,20.78,83.73,75,0,16.28,32,12,32,32,24,37.50,35.94,23.00
2,galp-prefetch-branchy-4v,8,2,125000,381314,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",59.47,59.47,15.19,20.54,83.45,75,0,16.28,32,12,32,32,24,37.50,35.92,22.99
3,galp-prefetch-branchy-4v,8,3,125000,385720,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",58.72,58.72,15.04,20.34,83.19,75,0,16.28,32,12,32,32,24,37.50,35.89,22.97
4,galp-prefetch-branchy-4v,8,4,125000,389905,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",58.02,58.02,14.88,20.12,82.95,75,0,16.28,32,12,32,32,24,37.50,35.87,22.96
5,galp-prefetch-branchy-4v,8,5,125000,394769,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",57.47,57.47,14.75,19.91,82.75,75,0,16.28,32,12,32,32,24,37.50,35.87,22.96
6,galp-prefetch-branchy-4v,8,6,125000,397996,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",56.76,56.76,14.59,19.76,82.60,75,0,16.28,32,12,32,32,24,37.50,35.85,22.95
7,galp-prefetch-branchy-4v,8,7,125000,402684,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",56.33,56.33,14.47,19.55,81.98,75,0,16.28,32,12,32,32,24,37.50,35.86,22.95
8,galp-prefetch-branchy-4v,8,8,125000,407183,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",55.70,55.70,14.62,19.35,81.83,75,0,16.28,32,12,32,32,24,37.50,35.83,22.93
9,galp-prefetch-branchy-4v,8,9,125000,411486,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",55.16,55.16,14.59,19.16,81.39,75,0,16.28,32,12,32,32,24,37.50,35.85,22.94
10,galp-prefetch-branchy-4v,8,10,125000,416468,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",54.53,54.53,14.45,18.92,81.22,75,0,16.28,32,12,32,32,24,37.50,35.86,22.95
11,galp-prefetch-branchy-4v,8,11,125000,420972,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",54.04,54.04,14.33,18.72,80.94,75,0,16.28,32,12,32,32,24,37.50,35.86,22.95
12,galp-prefetch-branchy-4v,8,12,125000,423861,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",53.45,53.45,14.19,18.58,80.64,75,0,16.28,32,12,32,32,24,37.50,35.85,22.95
13,galp-prefetch-branchy-4v,8,13,125000,427772,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",52.98,52.98,14.06,18.40,80.36,75,0,16.28,32,12,32,32,24,37.50,35.86,22.95
14,galp-prefetch-branchy-4v,8,14,125000,431651,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",52.49,52.49,13.93,18.23,80.04,75,0,16.28,32,12,32,32,24,37.50,35.87,22.96
15,galp-prefetch-branchy-4v,8,15,125000,435240,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",51.96,51.96,13.79,18.06,79.90,75,0,16.28,32,12,32,32,24,37.50,35.86,22.95
16,galp-prefetch-branchy-4v,8,16,125000,440689,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",53.14,53.14,13.88,18.38,79.29,75,0,16.28,32,12,32,32,24,37.50,35.86,22.95
17,galp-prefetch-branchy-4v,8,17,125000,445729,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",53.56,53.56,14.18,18.58,78.79,75,0,16.28,32,12,32,32,24,37.50,35.85,22.95
18,galp-prefetch-branchy-4v,8,18,125000,448464,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",53.19,53.19,14.12,18.43,78.86,75,0,16.28,32,12,32,32,24,37.50,35.91,22.98
19,galp-prefetch-branchy-4v,8,19,125000,452462,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",52.59,52.59,13.97,18.26,78.39,75,0,16.28,32,12,32,32,24,37.50,35.87,22.96
20,galp-prefetch-branchy-4v,8,20,125000,456509,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",52.11,52.11,13.85,18.09,78.11,75,0,16.28,32,12,32,32,24,37.50,35.90,22.98
21,galp-prefetch-branchy-4v,8,21,125000,460506,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",51.65,51.65,13.95,17.93,77.78,75,0,16.28,32,12,32,32,24,37.50,35.88,22.96
22,galp-prefetch-branchy-4v,8,22,125000,463089,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",51.34,51.34,14.11,17.83,77.72,75,0,16.28,32,12,32,32,24,37.50,35.91,22.98
23,galp-prefetch-branchy-4v,8,23,125000,468451,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",50.92,50.92,14.26,17.63,77.76,75,0,16.28,32,12,32,32,24,37.50,35.89,22.97
24,galp-prefetch-branchy-4v,8,24,125000,471773,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",50.46,50.46,14.44,17.52,77.98,75,0,16.28,32,12,32,32,24,37.50,35.92,22.99
25,galp-prefetch-branchy-4v,8,25,125000,475519,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",50.14,50.14,14.55,17.59,77.90,75,0,16.28,32,12,32,32,24,37.50,35.90,22.98
26,galp-prefetch-branchy-4v,8,26,125000,479360,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",49.57,49.57,14.71,17.46,78.11,75,0,16.28,32,12,32,32,24,37.50,35.90,22.98
27,galp-prefetch-branchy-4v,8,27,125000,482815,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",49.23,49.23,14.89,17.33,78.12,75,0,16.28,32,12,32,32,24,37.50,35.93,22.99
28,galp-prefetch-branchy-4v,8,28,125000,487413,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",48.81,48.81,15.03,17.17,78.10,75,0,16.28,32,12,32,32,24,37.50,35.89,22.97
29,galp-prefetch-branchy-4v,8,29,125000,489362,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",48.57,48.57,15.21,17.09,78.40,75,0,16.28,32,12,32,32,24,37.50,35.92,22.99
30,galp-prefetch-branchy-4v,8,30,125000,494270,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",48.17,48.17,15.37,16.92,78.36,75,0,16.28,32,12,32,32,24,37.50,35.93,22.99
31,galp-prefetch-branchy-4v,8,31,125000,497305,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",47.82,47.82,15.51,16.81,78.49,75,0,16.28,32,12,32,32,24,37.50,35.95,23.01
32,galp-prefetch-branchy-4v,8,32,125000,501857,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",48.27,48.27,15.75,16.80,78.39,75,0,16.28,32,12,32,32,24,37.50,35.92,22.99
